date,s&p500,dividend,earnings,cpi,bondInterest
1963-09,72.85,2.21,3.96,30.700,4.080
1963-10,73.03,2.23,3.98,30.800,4.110
1963-11,72.62,2.26,4.00,30.800,4.120
1963-12,74.17,2.28,4.02,30.900,4.130
1964-01,76.45,2.30,4.07,30.900,4.170
1964-02,77.39,2.31,4.13,30.900,4.150
1964-03,78.80,2.33,4.18,30.900,4.220
1964-04,79.94,2.35,4.23,30.900,4.230
1964-05,80.72,2.36,4.28,30.900,4.200
1964-06,80.24,2.38,4.33,31.000,4.170
1964-07,83.22,2.40,4.38,31.100,4.190
1964-08,82.00,2.42,4.42,31.000,4.190
1964-09,83.41,2.44,4.47,31.100,4.200
1964-10,84.85,2.46,4.50,31.100,4.190
1964-11,85.44,2.48,4.52,31.200,4.150
1964-12,83.96,2.50,4.55,31.200,4.180
1965-01,86.12,2.52,4.59,31.200,4.190
1965-02,86.75,2.53,4.64,31.200,4.210
1965-03,86.83,2.55,4.68,31.300,4.210
1965-04,87.97,2.57,4.73,31.400,4.200
1965-05,89.28,2.59,4.79,31.400,4.210
1965-06,85.04,2.61,4.84,31.600,4.210
1965-07,84.91,2.63,4.89,31.600,4.200
1965-08,86.49,2.64,4.93,31.600,4.250
1965-09,89.38,2.66,4.98,31.600,4.290
1965-10,91.39,2.68,5.05,31.700,4.350
1965-11,92.15,2.70,5.12,31.700,4.450
1965-12,91.73,2.72,5.19,31.800,4.620
1966-01,93.32,2.74,5.24,31.800,4.610
1966-02,92.69,2.76,5.29,32.000,4.830
1966-03,88.88,2.78,5.34,32.100,4.870
1966-04,91.60,2.80,5.38,32.300,4.750
1966-05,86.78,2.81,5.42,32.300,4.780
1966-06,86.06,2.83,5.46,32.400,4.810
1966-07,85.84,2.85,5.48,32.500,5.020
1966-08,80.65,2.87,5.49,32.700,5.220
1966-09,77.81,2.89,5.51,32.700,5.180
1966-10,77.13,2.88,5.52,32.900,5.010
1966-11,80.99,2.88,5.54,32.900,5.160
1966-12,81.33,2.87,5.55,32.900,4.840
1967-01,84.45,2.88,5.52,32.900,4.580
1967-02,87.36,2.89,5.48,32.900,4.630
1967-03,89.42,2.90,5.45,33.000,4.540
1967-04,90.96,2.90,5.41,33.100,4.590
1967-05,92.59,2.90,5.37,33.200,4.850
1967-06,91.43,2.90,5.33,33.300,5.020
1967-07,93.01,2.91,5.32,33.400,5.160
1967-08,94.49,2.91,5.31,33.500,5.280
1967-09,95.81,2.92,5.30,33.600,5.300
1967-10,95.66,2.92,5.31,33.700,5.480
1967-11,92.66,2.92,5.32,33.800,5.750
1967-12,95.30,2.92,5.33,33.900,5.700
1968-01,95.04,2.93,5.37,34.100,5.530
1968-02,90.75,2.94,5.40,34.200,5.560
1968-03,89.09,2.95,5.44,34.300,5.740
1968-04,95.67,2.96,5.48,34.400,5.640
1968-05,97.87,2.98,5.53,34.500,5.870
1968-06,100.50,2.99,5.57,34.700,5.720
1968-07,100.30,3.00,5.60,34.900,5.500
1968-08,98.11,3.02,5.63,35.000,5.420
1968-09,101.30,3.03,5.66,35.100,5.460
1968-10,103.80,3.04,5.69,35.300,5.580
1968-11,105.40,3.06,5.73,35.400,5.700
1968-12,106.50,3.07,5.76,35.500,6.030
1969-01,102.00,3.08,5.78,35.600,6.040
1969-02,101.50,3.09,5.80,35.800,6.190
1969-03,99.30,3.10,5.82,36.100,6.300
1969-04,101.30,3.11,5.83,36.300,6.170
1969-05,104.60,3.12,5.83,36.400,6.320
1969-06,99.14,3.13,5.84,36.600,6.570
1969-07,94.71,3.14,5.86,36.800,6.720
1969-08,94.18,3.14,5.87,37.000,6.690
1969-09,94.51,3.15,5.89,37.100,7.160
1969-10,95.52,3.15,5.85,37.300,7.100
1969-11,96.21,3.16,5.82,37.500,7.140
1969-12,91.11,3.16,5.78,37.700,7.650
1970-01,90.31,3.16,5.73,37.800,7.790
1970-02,87.16,3.17,5.68,38.000,7.240
1970-03,88.65,3.17,5.63,38.200,7.070
1970-04,85.95,3.17,5.59,38.500,7.390
1970-05,76.06,3.18,5.56,38.600,7.910
1970-06,75.59,3.18,5.52,38.800,7.840
1970-07,75.72,3.18,5.47,39.000,7.460
1970-08,77.92,3.19,5.41,39.000,7.530
1970-09,82.58,3.19,5.36,39.200,7.390
1970-10,84.37,3.17,5.28,39.400,7.330
1970-11,84.28,3.16,5.21,39.600,6.840
1970-12,90.05,3.14,5.13,39.800,6.390
1971-01,93.49,3.13,5.16,39.800,6.240
1971-02,97.11,3.12,5.19,39.900,6.110
1971-03,99.60,3.11,5.22,40.000,5.700
1971-04,103.00,3.11,5.25,40.100,5.830
1971-05,101.60,3.10,5.29,40.300,6.390
1971-06,99.72,3.10,5.32,40.600,6.520
1971-07,99.00,3.10,5.36,40.700,6.730
1971-08,97.24,3.09,5.39,40.800,6.580
1971-09,99.40,3.09,5.43,40.800,6.140
1971-10,97.29,3.08,5.52,40.900,5.930
1971-11,92.78,3.08,5.61,40.900,5.810
1971-12,99.17,3.07,5.70,41.100,5.930
1972-01,103.30,3.07,5.74,41.100,5.950
1972-02,105.20,3.07,5.77,41.300,6.080
1972-03,107.70,3.07,5.81,41.400,6.070
1972-04,108.80,3.07,5.86,41.500,6.190
1972-05,107.70,3.07,5.92,41.600,6.130
1972-06,108.00,3.07,5.97,41.700,6.110
1972-07,107.20,3.07,6.03,41.900,6.110
1972-08,111.00,3.08,6.08,42.000,6.210
1972-09,109.40,3.08,6.14,42.100,6.550
1972-10,109.60,3.10,6.23,42.300,6.480
1972-11,115.10,3.13,6.33,42.400,6.280
1972-12,117.50,3.15,6.42,42.500,6.360
1973-01,118.40,3.16,6.55,42.600,6.460
1973-02,114.20,3.16,6.67,42.900,6.640
1973-03,112.40,3.17,6.80,43.300,6.710
1973-04,110.30,3.19,6.94,43.600,6.670
1973-05,107.20,3.20,7.09,43.900,6.850
1973-06,104.80,3.22,7.23,44.200,6.900
1973-07,105.80,3.24,7.38,44.300,7.130
1973-08,103.80,3.25,7.54,45.100,7.400
1973-09,105.60,3.27,7.69,45.200,7.090
1973-10,109.80,3.31,7.85,45.600,6.790
1973-11,102.00,3.34,8.00,45.900,6.730
1973-12,94.78,3.38,8.16,46.200,6.740
1974-01,96.11,3.40,8.23,46.600,6.990
1974-02,93.45,3.42,8.29,47.200,6.960
1974-03,97.44,3.44,8.36,47.800,7.210
1974-04,92.46,3.46,8.49,48.000,7.510
1974-05,89.67,3.48,8.61,48.600,7.580
1974-06,89.79,3.50,8.74,49.000,7.540
1974-07,79.31,3.53,8.86,49.400,7.810
1974-08,76.03,3.56,8.99,50.000,8.040
1974-09,68.12,3.59,9.11,50.600,8.040
1974-10,69.44,3.59,9.04,51.100,7.900
1974-11,71.74,3.60,8.96,51.500,7.680
1974-12,67.07,3.60,8.89,51.900,7.430
1975-01,72.56,3.62,8.74,52.100,7.500
1975-02,80.10,3.65,8.60,52.500,7.390
1975-03,83.78,3.67,8.45,52.700,7.730
1975-04,84.72,3.68,8.29,52.900,8.230
1975-05,90.10,3.70,8.12,53.200,8.060
1975-06,92.40,3.71,7.96,53.600,7.860
1975-07,92.49,3.71,7.89,54.200,8.060
1975-08,85.71,3.71,7.83,54.300,8.400
1975-09,84.67,3.71,7.76,54.600,8.430
1975-10,88.57,3.70,7.83,54.900,8.140
1975-11,90.07,3.69,7.89,55.300,8.050
1975-12,88.70,3.68,7.96,55.500,8.000
1976-01,96.86,3.68,8.19,55.600,7.740
1976-02,100.60,3.69,8.43,55.800,7.790
1976-03,101.10,3.69,8.66,55.900,7.730
1976-04,101.90,3.71,8.86,56.100,7.560
1976-05,101.20,3.74,9.05,56.500,7.900
1976-06,101.80,3.76,9.25,56.800,7.860
1976-07,104.20,3.79,9.35,57.100,7.830
1976-08,103.30,3.82,9.45,57.400,7.770
1976-09,105.50,3.85,9.55,57.600,7.590
1976-10,101.90,3.92,9.67,57.900,7.410
1976-11,101.20,3.98,9.79,58.000,7.290
1976-12,104.70,4.05,9.91,58.200,6.870
1977-01,103.80,4.10,9.97,58.500,7.210
1977-02,101.00,4.14,10.02,59.100,7.390
1977-03,100.60,4.19,10.08,59.500,7.460
1977-04,99.05,4.25,10.19,60.000,7.370
1977-05,98.76,4.30,10.31,60.300,7.460
1977-06,99.29,4.36,10.42,60.700,7.280
1977-07,100.20,4.41,10.52,61.000,7.330
1977-08,97.75,4.45,10.61,61.200,7.400
1977-09,96.23,4.50,10.71,61.400,7.340
1977-10,93.74,4.56,10.77,61.600,7.520
1977-11,94.28,4.61,10.83,61.900,7.580
1977-12,93.82,4.67,10.89,62.100,7.690
1978-01,90.25,4.71,10.90,62.500,7.960
1978-02,88.98,4.76,10.91,62.900,8.030
1978-03,88.82,4.80,10.92,63.400,8.040
1978-04,92.71,4.84,11.02,63.900,8.150
1978-05,97.41,4.87,11.13,64.500,8.350
1978-06,97.66,4.91,11.23,65.200,8.460
1978-07,97.19,4.95,11.34,65.700,8.640
1978-08,103.90,4.98,11.46,66.000,8.410
1978-09,103.90,5.02,11.57,66.500,8.420
1978-10,100.60,5.04,11.82,67.100,8.640
1978-11,94.71,5.05,12.08,67.400,8.810
1978-12,96.11,5.07,12.33,67.700,9.010
1979-01,99.71,5.11,12.65,68.300,9.100
1979-02,98.23,5.16,12.98,69.100,9.100
1979-03,100.10,5.20,13.30,69.800,9.120
1979-04,102.10,5.25,13.53,70.600,9.180
1979-05,99.73,5.29,13.75,71.500,9.250
1979-06,101.70,5.34,13.98,72.300,8.910
1979-07,102.70,5.40,14.20,73.100,8.950
1979-08,107.40,5.45,14.41,73.800,9.030
1979-09,108.60,5.51,14.63,74.600,9.330
1979-10,104.50,5.56,14.71,75.200,10.300
1979-11,103.70,5.60,14.78,75.900,10.650
1979-12,107.80,5.65,14.86,76.700,10.390
1980-01,110.90,5.70,15.00,77.800,10.800
1980-02,115.30,5.75,15.15,78.900,12.410
1980-03,104.70,5.80,15.29,80.100,12.750
1980-04,103.00,5.85,15.17,81.000,11.470
1980-05,107.70,5.89,15.06,81.800,10.180
1980-06,114.60,5.94,14.94,82.700,9.780
1980-07,119.80,5.98,14.84,82.700,10.250
1980-08,123.50,6.03,14.74,83.300,11.100
1980-09,126.50,6.07,14.64,84.000,11.510
1980-10,130.20,6.10,14.70,84.800,11.750
1980-11,135.70,6.13,14.76,85.500,12.680
1980-12,133.50,6.16,14.82,86.300,12.840
1981-01,133.00,6.20,14.74,87.000,12.570
1981-02,128.40,6.24,14.66,87.900,13.190
1981-03,133.20,6.28,14.58,88.500,13.120
1981-04,134.40,6.32,14.72,89.100,13.680
1981-05,131.70,6.35,14.87,89.800,14.100
1981-06,132.30,6.39,15.01,90.600,13.470
1981-07,129.10,6.43,15.10,91.600,14.280
1981-08,129.60,6.48,15.18,92.300,14.940
1981-09,118.30,6.52,15.27,93.200,15.320
1981-10,119.80,6.56,15.30,93.400,15.150
1981-11,122.90,6.59,15.33,93.700,13.390
1981-12,123.80,6.63,15.36,94.000,13.720
1982-01,117.30,6.66,15.18,94.300,14.590
1982-02,114.50,6.69,14.99,94.600,14.430
1982-03,110.80,6.72,14.81,94.500,13.860
1982-04,116.30,6.75,14.60,94.900,13.870
1982-05,116.40,6.78,14.38,95.800,13.620
1982-06,109.70,6.81,14.17,97.000,14.300
1982-07,109.40,6.82,13.97,97.500,13.950
1982-08,109.70,6.84,13.76,97.700,13.060
1982-09,122.40,6.85,13.56,97.900,12.340
1982-10,132.70,6.86,13.25,98.200,10.910
1982-11,138.10,6.86,12.95,98.000,10.550
1982-12,139.40,6.87,12.64,97.600,10.540
1983-01,144.30,6.88,12.57,97.800,10.460
1983-02,146.80,6.90,12.49,97.900,10.720
1983-03,151.90,6.91,12.42,97.900,10.510
1983-04,157.70,6.92,12.48,98.600,10.400
1983-05,164.10,6.93,12.53,99.200,10.380
1983-06,166.40,6.94,12.59,99.500,10.850
1983-07,167.00,6.96,12.83,99.900,11.380
1983-08,162.40,6.98,13.06,100.200,11.850
1983-09,167.20,7.00,13.30,100.700,11.650
1983-10,167.70,7.03,13.54,101.000,11.540
1983-11,165.20,7.06,13.79,101.200,11.690
1983-12,164.40,7.09,14.03,101.300,11.830
1984-01,166.40,7.12,14.44,101.900,11.670
1984-02,157.30,7.15,14.85,102.400,11.840
1984-03,157.40,7.18,15.26,102.600,12.320
1984-04,157.60,7.22,15.57,103.100,12.630
1984-05,156.60,7.27,15.89,103.400,13.410
1984-06,153.10,7.31,16.20,103.700,13.560
1984-07,151.10,7.33,16.32,104.100,13.360
1984-08,164.40,7.36,16.44,104.500,12.720
1984-09,166.10,7.38,16.56,105.000,12.520
1984-10,164.80,7.43,16.59,105.300,12.160
1984-11,166.30,7.48,16.61,105.300,11.570
1984-12,164.50,7.53,16.64,105.300,11.500
1985-01,171.60,7.57,16.56,105.500,11.380
1985-02,180.90,7.62,16.47,106.000,11.510
1985-03,179.40,7.66,16.39,106.400,11.860
1985-04,180.60,7.69,16.13,106.900,11.430
1985-05,184.90,7.71,15.87,107.300,10.850
1985-06,188.90,7.74,15.61,107.600,10.160
1985-07,192.50,7.77,15.48,107.800,10.310
1985-08,188.30,7.81,15.36,108.000,10.330
1985-09,184.10,7.84,15.23,108.300,10.370
1985-10,186.20,7.86,15.02,108.700,10.240
1985-11,197.50,7.88,14.82,109.000,9.780
1985-12,207.30,7.90,14.61,109.300,9.260
1986-01,208.20,7.94,14.58,109.600,9.190
1986-02,219.40,7.98,14.55,109.300,8.700
1986-03,232.30,8.02,14.52,108.800,7.780
1986-04,238.00,8.05,14.58,108.600,7.300
1986-05,238.50,8.07,14.65,108.900,7.710
1986-06,245.30,8.10,14.71,109.500,7.800
1986-07,240.20,8.14,14.76,109.500,7.300
1986-08,245.00,8.19,14.80,109.700,7.170
1986-09,238.30,8.23,14.85,110.200,7.450
1986-10,237.40,8.25,14.73,110.300,7.430
1986-11,245.10,8.26,14.60,110.400,7.250
1986-12,248.60,8.28,14.48,110.500,7.110
1987-01,264.50,8.30,14.69,111.200,7.080
1987-02,280.90,8.32,14.89,111.600,7.250
1987-03,292.50,8.34,15.10,112.100,7.250
1987-04,289.30,8.40,14.87,112.700,8.020
1987-05,289.10,8.46,14.65,113.100,8.610
1987-06,301.40,8.52,14.42,113.500,8.400
1987-07,310.10,8.57,14.90,113.800,8.450
1987-08,329.40,8.61,15.38,114.400,8.760
1987-09,318.70,8.66,15.86,115.000,9.420
1987-10,280.20,8.71,16.41,115.300,9.520
1987-11,245.00,8.76,16.95,115.400,8.860
1987-12,241.00,8.81,17.50,115.400,8.990
1988-01,250.50,8.86,17.86,115.700,8.670
1988-02,258.10,8.90,18.23,116.000,8.210
1988-03,265.70,8.95,18.59,116.500,8.370
1988-04,262.60,9.04,19.62,117.100,8.720
1988-05,256.10,9.14,20.64,117.500,9.090
1988-06,270.70,9.23,21.67,118.000,8.920
1988-07,269.10,9.31,22.02,118.500,9.060
1988-08,263.70,9.38,22.38,119.000,9.260
1988-09,268.00,9.46,22.73,119.800,8.980
1988-10,277.40,9.55,23.07,120.200,8.800
1988-11,271.00,9.64,23.42,120.300,8.960
1988-12,276.50,9.75,23.75,120.500,9.110
1989-01,285.40,9.81,24.16,121.100,9.090
1989-02,294.00,9.90,24.56,121.600,9.170
1989-03,292.70,10.01,24.96,122.300,9.360
1989-04,302.30,10.09,25.05,123.100,9.180
1989-05,313.90,10.19,25.13,123.800,8.860
1989-06,323.70,10.37,25.22,124.100,8.280
1989-07,331.90,10.42,24.71,124.400,8.020
1989-08,346.60,10.55,24.20,124.600,8.110
1989-09,347.30,10.73,23.69,125.000,8.190
1989-10,347.40,10.80,23.43,125.600,8.010
1989-11,340.20,10.92,23.16,125.900,7.870
1989-12,348.60,11.06,22.87,126.100,7.840
1990-01,339.97,11.14,22.49,127.400,8.210
1990-02,330.45,11.23,22.08,128.000,8.470
1990-03,338.46,11.32,21.67,128.700,8.590
1990-04,338.18,11.44,21.53,128.900,8.790
1990-05,350.25,11.55,21.40,129.200,8.760
1990-06,360.39,11.66,21.26,129.900,8.480
1990-07,360.03,11.73,21.42,130.400,8.470
1990-08,330.75,11.78,21.58,131.600,8.750
1990-09,315.41,11.83,21.74,132.700,8.890
1990-10,307.12,11.93,21.61,133.500,8.720
1990-11,315.29,12.01,21.47,133.800,8.390
1990-12,328.75,12.09,21.34,133.800,8.080
1991-01,325.49,12.11,21.18,134.600,8.090
1991-02,362.26,12.11,21.03,134.800,7.850
1991-03,372.28,12.11,20.94,135.000,8.110
1991-04,379.68,12.13,20.36,135.200,8.040
1991-05,377.99,12.14,19.86,135.600,8.070
1991-06,378.29,12.15,19.41,136.000,8.280
1991-07,380.23,12.19,18.84,136.200,8.270
1991-08,389.40,12.24,18.33,136.600,7.900
1991-09,387.20,12.28,17.82,137.200,7.650
1991-10,386.88,12.25,17.20,137.400,7.530
1991-11,385.92,12.23,16.59,137.800,7.420
1991-12,388.51,12.20,15.97,137.900,7.090
1992-01,416.08,12.24,16.05,138.100,7.030
1992-02,412.56,12.28,16.12,138.600,7.340
1992-03,407.36,12.32,16.19,139.300,7.540
1992-04,407.41,12.32,16.48,139.500,7.480
1992-05,414.81,12.32,16.77,139.700,7.390
1992-06,408.27,12.32,17.05,140.200,7.260
1992-07,415.05,12.34,17.38,140.500,6.840
1992-08,417.93,12.37,17.71,140.900,6.590
1992-09,418.48,12.40,18.04,141.300,6.420
1992-10,412.50,12.39,18.39,141.800,6.590
1992-11,422.84,12.38,18.74,142.000,6.870
1992-12,435.64,12.39,19.09,141.900,6.770
1993-01,435.23,12.41,19.34,142.600,6.600
1993-02,441.70,12.45,19.59,143.100,6.260
1993-03,450.16,12.48,19.84,143.600,5.980
1993-04,443.08,12.49,19.67,144.000,5.970
1993-05,445.25,12.51,19.50,144.200,6.040
1993-06,448.06,12.52,19.33,144.400,5.960
1993-07,447.29,12.52,19.69,144.400,5.810
1993-08,454.13,12.52,20.05,144.800,5.680
1993-09,459.24,12.52,20.41,145.100,5.360
1993-10,463.90,12.54,20.90,145.700,5.330
1993-11,462.89,12.56,21.39,145.800,5.720
1993-12,465.95,12.58,21.89,145.800,5.770
1994-01,472.99,12.62,22.16,146.200,5.750
1994-02,471.58,12.67,22.43,146.700,5.970
1994-03,463.81,12.71,22.71,147.200,6.480
1994-04,447.23,12.75,23.54,147.400,6.970
1994-05,450.90,12.80,24.37,147.500,7.180
1994-06,454.83,12.84,25.20,148.000,7.100
1994-07,451.40,12.87,25.91,148.400,7.300
1994-08,464.24,12.90,26.62,149.000,7.240
1994-09,466.96,12.92,27.33,149.400,7.460
1994-10,463.81,13.01,28.42,149.500,7.740
1994-11,461.01,13.10,29.51,149.700,7.960
1994-12,455.19,13.17,30.60,149.700,7.810
1995-01,465.25,13.18,31.25,150.300,7.780
1995-02,481.92,13.18,31.90,150.900,7.470
1995-03,493.15,13.17,32.55,151.400,7.200
1995-04,507.91,13.24,33.18,151.900,7.060
1995-05,523.81,13.31,33.80,152.200,6.630
1995-06,539.35,13.36,34.43,152.500,6.170
1995-07,557.37,13.44,34.68,152.500,6.280
1995-08,559.11,13.51,34.93,152.900,6.490
1995-09,578.77,13.58,35.18,153.200,6.200
1995-10,582.92,13.65,34.77,153.700,6.040
1995-11,595.53,13.72,34.37,153.600,5.930
1995-12,614.57,13.79,33.96,153.500,5.710
1996-01,614.42,13.89,33.99,154.400,5.650
1996-02,649.54,14.00,34.01,154.900,5.810
1996-03,647.07,14.10,34.04,155.700,6.270
1996-04,647.17,14.16,34.33,156.300,6.510
1996-05,661.23,14.21,34.62,156.600,6.740
1996-06,668.50,14.27,34.91,156.700,6.910
1996-07,644.07,14.40,35.27,157.000,6.870
1996-08,662.68,14.53,35.64,157.300,6.640
1996-09,674.88,14.66,36.00,157.800,6.830
1996-10,701.46,14.74,36.91,158.300,6.530
1996-11,735.67,14.82,37.82,158.600,6.200
1996-12,743.25,14.90,38.73,158.600,6.300
1997-01,766.22,14.95,39.23,159.100,6.580
1997-02,798.39,15.01,39.74,159.600,6.420
1997-03,792.16,15.06,40.24,160.000,6.690
1997-04,763.93,15.09,40.34,160.200,6.890
1997-05,833.09,15.13,40.45,160.100,6.710
1997-06,876.29,15.16,40.55,160.300,6.490
1997-07,925.29,15.22,40.58,160.500,6.220
1997-08,927.24,15.27,40.61,160.800,6.300
1997-09,937.02,15.33,40.64,161.200,6.210
1997-10,951.16,15.39,40.33,161.600,6.030
1997-11,938.92,15.44,40.03,161.500,5.880
1997-12,962.37,15.50,39.72,161.300,5.810
1998-01,963.36,15.55,39.66,161.600,5.540
1998-02,1023.74,15.60,39.60,161.900,5.570
1998-03,1076.83,15.64,39.54,162.200,5.650
1998-04,1112.20,15.75,39.35,162.500,5.640
1998-05,1108.42,15.85,39.16,162.800,5.650
1998-06,1108.39,15.95,38.97,163.000,5.500
1998-07,1156.58,16.02,38.68,163.200,5.460
1998-08,1074.62,16.08,38.38,163.400,5.340
1998-09,1020.64,16.14,38.09,163.600,4.810
1998-10,1032.47,16.17,37.96,164.000,4.530
1998-11,1144.43,16.18,37.84,164.000,4.830
1998-12,1190.05,16.20,37.71,163.900,4.650
1999-01,1248.77,16.28,37.93,164.300,4.720
1999-02,1246.58,16.37,38.16,164.500,5.000
1999-03,1281.66,16.45,38.38,165.000,5.230
1999-04,1334.76,16.45,39.26,166.200,5.180
1999-05,1332.07,16.45,40.14,166.200,5.540
1999-06,1322.55,16.45,41.02,166.200,5.900
1999-07,1380.99,16.51,42.00,166.700,5.790
1999-08,1327.49,16.58,42.98,167.100,5.940
1999-09,1318.17,16.64,43.96,167.900,5.920
1999-10,1300.01,16.66,45.36,168.200,6.110
1999-11,1391.00,16.67,46.77,168.300,6.030
1999-12,1428.68,16.69,48.17,168.300,6.280
2000-01,1425.59,16.71,49.10,168.800,6.660
2000-02,1388.87,16.74,50.02,169.800,6.520
2000-03,1442.21,16.76,50.95,171.200,6.260
2000-04,1461.36,16.74,51.27,171.300,5.990
2000-05,1418.48,16.72,51.60,171.500,6.440
2000-06,1461.96,16.70,51.92,172.400,6.100
2000-07,1473.00,16.58,52.51,172.800,6.050
2000-08,1485.46,16.47,53.11,172.800,5.830
2000-09,1468.05,16.35,53.70,173.700,5.800
2000-10,1390.14,16.32,52.47,174.000,5.740
2000-11,1378.04,16.30,51.23,174.100,5.720
2000-12,1330.93,16.27,50.00,174.000,5.240
2001-01,1335.63,16.17,48.48,175.100,5.160
2001-02,1305.75,16.07,46.96,175.800,5.100
2001-03,1185.85,15.97,45.44,176.200,4.890
2001-04,1189.84,15.88,42.56,176.900,5.140
2001-05,1270.37,15.78,39.67,177.700,5.390
2001-06,1238.71,15.69,36.79,178.000,5.280
2001-07,1204.45,15.71,33.96,177.500,5.240
2001-08,1178.50,15.72,31.14,177.500,4.970
2001-09,1044.64,15.74,28.31,178.300,4.730
2001-10,1076.59,15.74,27.10,177.700,4.570
2001-11,1129.68,15.74,25.90,177.400,4.650
2001-12,1144.93,15.74,24.69,176.700,5.090
2002-01,1140.21,15.74,24.69,177.100,5.040
2002-02,1100.67,15.73,24.70,177.800,4.910
2002-03,1153.79,15.73,24.70,178.800,5.280
2002-04,1111.93,15.83,25.38,179.800,5.210
2002-05,1079.25,15.94,26.06,179.800,5.160
2002-06,1014.02,16.04,26.74,179.900,4.930
2002-07,903.59,15.96,27.84,180.100,4.650
2002-08,912.55,15.88,28.94,180.700,4.260
2002-09,867.81,15.80,30.04,181.000,3.870
2002-10,854.63,15.89,29.22,181.300,3.940
2002-11,909.93,15.98,28.41,181.300,4.050
2002-12,899.18,16.07,27.59,180.900,4.030
2003-01,895.84,16.12,28.50,181.700,4.050
2003-02,837.03,16.17,29.41,183.100,3.900
2003-03,846.63,16.22,30.32,184.200,3.810
2003-04,890.03,16.20,31.73,183.800,3.960
2003-05,935.96,16.19,33.14,183.500,3.570
2003-06,988.00,16.17,34.55,183.700,3.330
2003-07,992.54,16.31,35.89,183.900,3.980
2003-08,989.53,16.45,37.24,184.600,4.450
2003-09,1019.44,16.59,38.58,185.200,4.270
2003-10,1038.73,16.86,41.97,185.000,4.290
2003-11,1049.90,17.12,45.35,184.500,4.300
2003-12,1080.64,17.39,48.74,184.300,4.270
2004-01,1132.52,17.60,49.83,185.200,4.150
2004-02,1143.36,17.81,50.91,186.200,4.080
2004-03,1123.98,18.02,52.00,187.400,3.830
2004-04,1133.36,18.21,53.38,188.000,4.350
2004-05,1102.78,18.41,54.77,189.100,4.720
2004-06,1132.76,18.60,56.15,189.700,4.730
2004-07,1105.85,18.79,56.69,189.400,4.500
2004-08,1088.94,18.97,57.23,189.500,4.280
2004-09,1117.66,19.16,57.77,189.900,4.130
2004-10,1117.21,19.25,58.03,190.900,4.100
2004-11,1168.94,19.35,58.29,191.000,4.190
2004-12,1199.21,19.44,58.55,190.300,4.230
2005-01,1181.41,19.70,59.11,190.700,4.220
2005-02,1199.63,19.97,59.66,191.800,4.170
2005-03,1194.90,20.23,60.22,193.300,4.500
2005-04,1164.43,20.46,61.23,194.600,4.340
2005-05,1178.28,20.70,62.25,194.400,4.140
2005-06,1202.25,20.93,63.26,194.500,4.000
2005-07,1222.24,21.11,64.33,195.400,4.180
2005-08,1224.27,21.29,65.40,196.400,4.260
2005-09,1225.92,21.47,66.47,198.800,4.200
2005-10,1191.96,21.72,67.59,199.200,4.460
2005-11,1237.37,21.97,68.71,197.600,4.540
2005-12,1262.07,22.22,69.83,196.800,4.470
2006-01,1278.73,22.41,70.78,198.300,4.420
2006-02,1276.65,22.59,71.72,198.700,4.570
2006-03,1293.74,22.78,72.67,199.800,4.720
2006-04,1302.17,23.00,73.28,201.500,4.990
2006-05,1290.01,23.22,73.88,202.500,5.110
2006-06,1253.17,23.44,74.49,202.900,5.110
2006-07,1260.24,23.66,75.85,203.500,5.090
2006-08,1287.15,23.88,77.21,203.900,4.880
2006-09,1317.74,24.10,78.57,202.900,4.720
2006-10,1363.38,24.36,79.55,201.800,4.730
2006-11,1388.64,24.62,80.53,201.500,4.600
2006-12,1416.42,24.88,81.51,201.800,4.560
2007-01,1424.16,25.08,82.06,202.416,4.760
2007-02,1444.80,25.29,82.60,203.499,4.720
2007-03,1406.95,25.49,83.15,205.352,4.560
2007-04,1463.64,25.72,83.74,206.686,4.690
2007-05,1511.14,25.94,84.33,207.949,4.750
2007-06,1514.19,26.17,84.92,208.352,5.100
2007-07,1520.71,26.44,82.81,208.299,5.000
2007-08,1454.62,26.71,80.71,207.917,4.670
2007-09,1497.12,26.98,78.60,208.490,4.520
2007-10,1539.66,27.23,74.46,208.936,4.530
2007-11,1463.39,27.48,70.32,210.177,4.150
2007-12,1479.22,27.73,66.18,210.036,4.100
2008-01,1378.76,27.92,64.25,211.080,3.740
2008-02,1354.87,28.11,62.32,211.693,3.740
2008-03,1316.94,28.30,60.39,213.528,3.510
2008-04,1370.47,28.44,57.38,214.823,3.680
2008-05,1403.22,28.57,54.38,216.632,3.880
2008-06,1341.25,28.71,51.37,218.815,4.100
2008-07,1257.33,28.76,49.56,219.964,4.010
2008-08,1281.47,28.80,47.76,219.086,3.890
2008-09,1216.95,28.85,45.95,218.783,3.690
2008-10,968.80,28.70,35.59,216.573,3.810
2008-11,883.04,28.54,25.24,212.425,3.530
2008-12,877.56,28.39,14.88,210.228,2.420
2009-01,865.58,28.01,12.21,211.143,2.520
2009-02,805.23,27.64,9.53,212.193,2.870
2009-03,757.13,27.26,6.86,212.709,2.820
2009-04,848.15,26.70,7.08,213.240,2.930
2009-05,902.41,26.15,7.29,213.856,3.290
2009-06,926.12,25.59,7.51,215.693,3.720
2009-07,935.82,25.03,9.19,215.351,3.560
2009-08,1009.73,24.46,10.86,215.834,3.590
2009-09,1044.55,23.90,12.54,215.969,3.400
2009-10,1067.66,23.40,25.35,216.177,3.390
